Date,S&P 500,Dow Jones,Nasdaq Composite,Russell 2000,Nasdaq 100,FTSE 100,DAX
2005-12-05,1262.0899658203125,10835.009765625,2257.639892578125,686.5700073242188,1694.77001953125,5510.39990234375,5266.85986328125
2005-12-06,1263.699951171875,10856.8603515625,2260.760009765625,687.5800170898438,1701.3499755859375,5538.7998046875,5300.85009765625
2005-12-07,1257.3699951171875,10810.91015625,2252.010009765625,683.010009765625,1697.0400390625,5528.7998046875,5266.75
2005-12-08,1255.8399658203125,10755.1201171875,2246.4599609375,685.219970703125,1685.5899658203125,5531.10009765625,5286.75
2005-12-09,1259.3699951171875,10778.580078125,2256.72998046875,688.77001953125,1692.6199951171875,5517.39990234375,5282.1298828125
2005-12-12,1260.4300537109375,10767.76953125,2260.949951171875,689.5399780273438,1698.3499755859375,5501.5,5301.2099609375
2005-12-13,1267.4300537109375,10823.7197265625,2265.0,689.030029296875,1705.77001953125,5507.2001953125,5310.27978515625
2005-12-14,1272.739990234375,10883.509765625,2262.590087890625,690.5,1698.97998046875,5521.10009765625,5286.759765625
2005-12-15,1270.93994140625,10881.669921875,2260.6298828125,684.739990234375,1701.699951171875,5495.2998046875,5295.81982421875
2005-12-16,1267.3199462890625,10875.58984375,2252.47998046875,683.0900268554688,1688.6800537109375,5531.60009765625,5353.66015625
2005-12-19,1259.9200439453125,10836.5302734375,2222.739990234375,672.25,1664.3599853515625,5539.7998046875,5350.18017578125
2005-12-20,1259.6199951171875,10805.5498046875,2222.419921875,672.780029296875,1665.0699462890625,5547.89990234375,5356.60009765625
2005-12-21,1262.7900390625,10833.73046875,2231.659912109375,679.739990234375,1670.6099853515625,5587.39990234375,5397.22998046875
2005-12-22,1268.1199951171875,10889.4404296875,2246.489990234375,684.0800170898438,1683.3499755859375,5597.0,5398.27978515625
2005-12-23,1268.6600341796875,10883.26953125,2249.419921875,686.4400024414062,1682.9200439453125,5595.5,5419.0498046875
2005-12-27,1256.5400390625,10777.76953125,2226.889892578125,676.5800170898438,1668.3699951171875,,5444.83984375
2005-12-28,1258.1700439453125,10796.259765625,2228.93994140625,680.0800170898438,1667.0999755859375,5622.7998046875,5447.14990234375
2005-12-29,1254.4200439453125,10784.8203125,2218.159912109375,677.9600219726562,1655.3599853515625,5638.2998046875,5458.580078125
2005-12-30,1248.2900390625,10717.5,2205.320068359375,673.219970703125,1645.199951171875,5618.7998046875,5408.259765625
2006-01-02,,,,,,,5449.97998046875
2006-01-03,1268.800048828125,10847.41015625,2243.739990234375,684.0499877929688,1679.9300537109375,5681.5,5460.68017578125
2006-01-04,1273.4599609375,10880.150390625,2263.4599609375,689.25,1695.8299560546875,5714.60009765625,5523.6201171875
2006-01-05,1273.47998046875,10882.150390625,2276.8701171875,691.77001953125,1705.2900390625,5691.2001953125,5516.52978515625
2006-01-06,1285.449951171875,10959.3095703125,2305.6201171875,699.3900146484375,1734.989990234375,5731.7998046875,5536.31982421875
2006-01-09,1290.1500244140625,11011.900390625,2318.68994140625,706.239990234375,1741.9000244140625,5731.5,5537.10986328125
2006-01-10,1289.68994140625,11011.580078125,2320.320068359375,710.989990234375,1744.02001953125,5688.7998046875,5494.7099609375
2006-01-11,1294.1800537109375,11043.4404296875,2331.360107421875,711.1900024414062,1758.239990234375,5731.5,5532.89013671875
2006-01-12,1286.06005859375,10962.3603515625,2316.68994140625,706.7899780273438,1747.3499755859375,5735.2001953125,5542.1298828125
2006-01-13,1287.6099853515625,10959.8701171875,2317.0400390625,708.4400024414062,1746.780029296875,5711.0,5483.08984375
2006-01-16,,,,,,5740.2001953125,5514.64013671875
2006-01-17,1282.9300537109375,10896.3203125,2302.68994140625,703.6199951171875,1736.3900146484375,5699.0,5460.16015625
2006-01-18,1277.9300537109375,10854.8603515625,2279.639892578125,703.780029296875,1716.6199951171875,5663.7001953125,5395.60986328125
2006-01-19,1285.0400390625,10880.7099609375,2301.81005859375,714.9400024414062,1729.9200439453125,5693.2001953125,5430.83984375
2006-01-20,1261.489990234375,10667.3896484375,2247.699951171875,704.5999755859375,1676.3800048828125,5672.39990234375,5349.02001953125
2006-01-23,1263.8199462890625,10688.76953125,2248.469970703125,707.8200073242188,1676.300048828125,5660.89990234375,5348.72021484375
2006-01-24,1266.8599853515625,10712.2197265625,2265.25,718.02001953125,1686.219970703125,5633.7998046875,5334.2998046875
2006-01-25,1264.6800537109375,10709.740234375,2260.64990234375,716.4500122070312,1677.0,5704.39990234375,5427.08984375
2006-01-26,1273.8299560546875,10809.4697265625,2283.0,728.47998046875,1690.489990234375,5722.60009765625,5548.91015625
2006-01-27,1283.719970703125,10907.2099609375,2304.22998046875,732.219970703125,1711.1099853515625,5786.7998046875,5647.419921875
2006-01-30,1285.18994140625,10899.919921875,2306.780029296875,730.8699951171875,1713.449951171875,5779.7998046875,5660.02978515625
2006-01-31,1280.0799560546875,10864.8603515625,2305.820068359375,733.2000122070312,1710.75,5760.2998046875,5674.14990234375
2006-02-01,1282.4599609375,10953.9501953125,2310.56005859375,735.47998046875,1713.02001953125,5801.60009765625,5726.52978515625
2006-02-02,1270.8399658203125,10851.98046875,2281.570068359375,726.25,1685.77001953125,5747.2998046875,5649.60009765625
2006-02-03,1264.030029296875,10793.6201171875,2262.580078125,724.219970703125,1664.530029296875,5759.2998046875,5657.1201171875
2006-02-06,1265.02001953125,10798.26953125,2258.800048828125,727.8900146484375,1657.5400390625,5772.39990234375,5666.77978515625
2006-02-07,1254.780029296875,10749.759765625,2244.9599609375,717.1799926757812,1651.8399658203125,5746.7998046875,5672.919921875
2006-02-08,1265.6500244140625,10858.6201171875,2266.97998046875,721.1599731445312,1670.469970703125,5725.10009765625,5666.41015625
2006-02-09,1263.780029296875,10883.349609375,2255.8701171875,718.1599731445312,1654.0799560546875,5808.7998046875,5743.68017578125
2006-02-10,1266.989990234375,10919.0498046875,2261.8798828125,717.1300048828125,1663.75,5764.10009765625,5701.47021484375
2006-02-13,1262.8599853515625,10892.3203125,2239.81005859375,710.530029296875,1645.8299560546875,5793.5,5756.330078125
2006-02-14,1275.530029296875,11028.3896484375,2262.169921875,719.7000122070312,1661.949951171875,5792.2998046875,5763.39990234375
2006-02-15,1280.0,11058.9697265625,2276.429931640625,725.0999755859375,1673.1500244140625,5791.5,5764.3701171875
2006-02-16,1289.3800048828125,11120.6796875,2294.6298828125,731.9199829101562,1688.6099853515625,5828.89990234375,5789.25
2006-02-17,1287.239990234375,11115.3203125,2282.360107421875,730.9400024414062,1675.2099609375,5846.2001953125,5795.47998046875
2006-02-20,,,,,,5863.0,5793.9501953125
2006-02-21,1283.030029296875,11069.0595703125,2262.9599609375,726.780029296875,1655.6800537109375,5857.7001953125,5801.0400390625
2006-02-22,1292.6700439453125,11137.169921875,2283.169921875,733.530029296875,1677.52001953125,5872.39990234375,5862.06005859375
2006-02-23,1287.7900390625,11069.2197265625,2279.320068359375,732.4500122070312,1672.2900390625,5836.0,5857.8798828125
2006-02-24,1289.4300537109375,11061.849609375,2287.0400390625,736.5999755859375,1676.5,5860.5,5870.7900390625
2006-02-27,1294.1199951171875,11097.5498046875,2307.179931640625,740.6300048828125,1695.6600341796875,5875.89990234375,5915.14990234375
2006-02-28,1280.6600341796875,10993.41015625,2281.389892578125,730.6400146484375,1670.5699462890625,5791.5,5796.0400390625
2006-03-01,1291.239990234375,11053.5302734375,2314.639892578125,742.3499755859375,1694.5799560546875,5844.10009765625,5866.60986328125
2006-03-02,1289.1400146484375,11025.509765625,2311.110107421875,740.1599731445312,1693.780029296875,5833.0,5783.490234375
2006-03-03,1287.22998046875,11021.58984375,2302.60009765625,738.4400024414062,1684.3199462890625,5858.7001953125,5721.4599609375
2006-03-06,1278.260009765625,10958.58984375,2286.030029296875,731.1599731445312,1669.93994140625,5897.7998046875,5754.06005859375
2006-03-07,1275.8800048828125,10980.6904296875,2268.3798828125,721.0599975585938,1661.02001953125,5857.39990234375,5739.27978515625
2006-03-08,1278.469970703125,11005.740234375,2267.4599609375,721.8400268554688,1661.8599853515625,5812.89990234375,5673.35986328125
2006-03-09,1272.22998046875,10972.2802734375,2249.719970703125,718.280029296875,1645.0899658203125,5855.89990234375,5732.22021484375
2006-03-10,1281.4200439453125,11076.33984375,2262.0400390625,726.3400268554688,1648.22998046875,5907.89990234375,5804.919921875
2006-03-13,1284.1300048828125,11076.01953125,2267.030029296875,728.0399780273438,1653.7900390625,5952.7998046875,5855.16015625
2006-03-14,1297.47998046875,11151.33984375,2295.89990234375,736.0999755859375,1681.1500244140625,5950.60009765625,5870.8798828125
2006-03-15,1303.02001953125,11209.76953125,2311.840087890625,742.9400024414062,1694.4599609375,5965.10009765625,5898.47998046875
2006-03-16,1305.3299560546875,11253.240234375,2299.56005859375,743.7899780273438,1679.050048828125,5993.2998046875,5897.7900390625
2006-03-17,1307.25,11279.650390625,2306.47998046875,746.0900268554688,1685.6600341796875,5999.39990234375,5882.3798828125
2006-03-20,1305.0799560546875,11274.5302734375,2314.110107421875,745.6199951171875,1688.97998046875,5991.7001953125,5902.7900390625
2006-03-21,1297.22998046875,11235.4697265625,2294.22998046875,736.0999755859375,1672.469970703125,5991.2998046875,5911.85986328125
2006-03-22,1305.0400390625,11317.4296875,2303.35009765625,744.8499755859375,1676.3199462890625,6007.5,5932.31005859375
2006-03-23,1301.6700439453125,11270.2900390625,2300.14990234375,747.5999755859375,1670.72998046875,5990.10009765625,5947.10986328125
2006-03-24,1302.949951171875,11279.9697265625,2312.820068359375,753.8300170898438,1679.81005859375,6036.2998046875,5973.14013671875
2006-03-27,1301.6099853515625,11250.1103515625,2315.580078125,754.030029296875,1680.6300048828125,5972.2001953125,5912.259765625
2006-03-28,1293.22998046875,11154.5400390625,2304.4599609375,751.27001953125,1673.030029296875,5935.7001953125,5890.6298828125
2006-03-29,1302.8900146484375,11215.7001953125,2337.780029296875,764.1699829101562,1703.8399658203125,5959.2001953125,5914.77978515625
2006-03-30,1300.25,11150.7001953125,2340.820068359375,762.5900268554688,1708.6800537109375,6015.2998046875,5984.18994140625
2006-03-31,1294.8699951171875,11109.3203125,2339.7900390625,765.1400146484375,1703.6600341796875,5964.60009765625,5970.080078125
2006-04-03,1297.81005859375,11144.9404296875,2336.739990234375,759.219970703125,1706.77001953125,6024.2998046875,6024.0498046875
2006-04-04,1305.9300537109375,11203.849609375,2345.360107421875,762.3200073242188,1716.550048828125,6004.7001953125,6013.85009765625
2006-04-05,1311.56005859375,11239.5498046875,2359.75,766.260009765625,1732.739990234375,6044.10009765625,6029.2001953125
2006-04-06,1309.0400390625,11216.5,2361.169921875,766.22998046875,1739.199951171875,6045.7001953125,6031.39013671875
2006-04-07,1295.5,11120.0400390625,2339.02001953125,756.1300048828125,1723.030029296875,6026.10009765625,5952.919921875
2006-04-10,1296.6199951171875,11141.330078125,2333.27001953125,752.9500122070312,1718.8599853515625,6067.0,6003.39990234375
2006-04-11,1286.5699462890625,11089.6298828125,2310.35009765625,742.1099853515625,1704.4000244140625,6016.5,5908.47021484375
2006-04-12,1288.1199951171875,11129.9697265625,2314.679931640625,747.77001953125,1704.75,6000.7998046875,5901.25
2006-04-13,1289.1199951171875,11137.650390625,2326.110107421875,751.1099853515625,1712.0699462890625,6029.39990234375,5918.56982421875
2006-04-17,1285.3299560546875,11073.7802734375,2311.159912109375,749.469970703125,1694.3199462890625,,
2006-04-18,1307.280029296875,11268.76953125,2356.139892578125,769.8099975585938,1726.6400146484375,6044.10009765625,5902.580078125
2006-04-19,1309.9300537109375,11278.76953125,2370.8798828125,778.4199829101562,1734.0400390625,6089.7998046875,5993.759765625
2006-04-20,1311.4599609375,11342.8896484375,2362.550048828125,774.6699829101562,1728.9000244140625,6081.39990234375,6063.27978515625
2006-04-21,1311.280029296875,11347.4501953125,2342.860107421875,772.1199951171875,1709.02001953125,6132.7001953125,6094.75
2006-04-24,1308.1099853515625,11336.3203125,2333.3798828125,766.1400146484375,1706.43994140625,6098.7001953125,6079.08984375
2006-04-25,1301.739990234375,11283.25,2330.300048828125,764.8200073242188,1701.469970703125,6086.60009765625,6078.7998046875
2006-04-26,1305.4100341796875,11354.490234375,2333.6298828125,765.22998046875,1702.199951171875,6104.2998046875,6107.1201171875
2006-04-27,1309.719970703125,11382.509765625,2344.949951171875,761.4000244140625,1717.1400146484375,6060.0,6067.740234375
2006-04-28,1310.6099853515625,11367.1396484375,2322.570068359375,764.5399780273438,1700.7099609375,6023.10009765625,6009.89013671875
2006-05-01,1305.18994140625,11343.2900390625,2304.7900390625,761.1199951171875,1686.6099853515625,,
2006-05-02,1313.2099609375,11416.4501953125,2309.840087890625,767.6099853515625,1689.9300537109375,6082.10009765625,6051.2900390625
2006-05-03,1308.1199951171875,11400.2802734375,2303.969970703125,767.72998046875,1686.300048828125,6010.0,5968.9599609375
2006-05-04,1312.25,11438.8603515625,2323.89990234375,774.719970703125,1701.030029296875,6036.89990234375,6039.31982421875
2006-05-05,1325.760009765625,11577.740234375,2342.570068359375,781.8300170898438,1713.8399658203125,6091.7001953125,6113.2900390625
2006-05-08,1324.6600341796875,11584.5400390625,2344.989990234375,781.5999755859375,1715.22998046875,6067.10009765625,6127.97998046875
2006-05-09,1325.1400146484375,11639.76953125,2338.25,780.719970703125,1711.1700439453125,6105.60009765625,6140.72021484375
2006-05-10,1322.8499755859375,11642.650390625,2320.739990234375,775.9400024414062,1694.8199462890625,6083.39990234375,6118.3798828125
2006-05-11,1305.9200439453125,11500.73046875,2272.699951171875,757.469970703125,1657.47998046875,6042.0,6054.72021484375
2006-05-12,1291.239990234375,11380.990234375,2243.780029296875,742.4000244140625,1635.81005859375,5912.10009765625,5916.27978515625
2006-05-15,1294.5,11428.76953125,2238.52001953125,737.6400146484375,1634.780029296875,5841.2998046875,5857.02978515625
2006-05-16,1292.0799560546875,11419.8896484375,2229.1298828125,737.469970703125,1623.68994140625,5846.2001953125,5851.919921875
2006-05-17,1270.3199462890625,11205.6103515625,2195.800048828125,725.8499755859375,1598.9100341796875,5675.5,5652.72021484375
2006-05-18,1261.81005859375,11128.2900390625,2180.320068359375,718.469970703125,1587.1099853515625,5671.60009765625,5666.06982421875
2006-05-19,1267.030029296875,11144.0595703125,2193.8798828125,722.5399780273438,1600.8599853515625,5657.39990234375,5672.27978515625
2006-05-22,1262.0699462890625,11125.330078125,2172.860107421875,715.25,1584.5699462890625,5532.7001953125,5546.240234375
2006-05-23,1256.5799560546875,11098.349609375,2158.760009765625,711.2899780273438,1569.010009765625,5678.7001953125,5678.490234375
